"SpatialAssessmentUnit";"Biotic_group";"integ_beat";"number_indicators"
"20kmE454N202";"Fish";0.548181818181818;11
"20kmE454N202";"Invertebrate fisheries";0.552857142857143;7
"20kmE454N204";"Fish";0.5575;8
"20kmE454N204";"Invertebrate fisheries";0.548;5
"20kmE454N230";"Benthic species";0.434;65
"20kmE454N230";"Cetaceans";0.52;1
"20kmE454N230";"Fish";0.556;5
"20kmE454N230";"Invertebrate fisheries";0.453333333333333;3
"20kmE454N232";"Benthic species";0.434;65
"20kmE454N232";"Cetaceans";0.52;1
"20kmE454N232";"Fish";0.556;5
"20kmE454N232";"Invertebrate fisheries";0.453333333333333;3
"20kmE454N248";"Benthic species";0.488571428571429;7
"20kmE454N248";"Cetaceans";0.52;1
"20kmE454N248";"Fish";0.556;5
"20kmE454N248";"Invertebrate fisheries";0.453333333333333;3
"20kmE454N250";"Benthic species";0.488571428571429;7
"20kmE454N250";"Cetaceans";0.52;1
"20kmE454N250";"Fish";0.556;5
"20kmE454N250";"Invertebrate fisheries";0.453333333333333;3
"20kmE454N252";"Benthic species";0.488571428571429;7
"20kmE454N252";"Cetaceans";0.52;1
"20kmE456N136";"Fish";0.38;2
"20kmE456N136";"Invertebrate fisheries";0.5;1
"20kmE456N138";"Fish";0.38;2
"20kmE456N138";"Invertebrate fisheries";0.5;1
"20kmE456N140";"Fish";0.38;2
"20kmE456N140";"Invertebrate fisheries";0.5;1
"20kmE456N142";"Fish";0.5;9
"20kmE456N142";"Invertebrate fisheries";0.4875;4
"20kmE456N160";"Fish";0.534285714285714;7
"20kmE456N160";"Invertebrate fisheries";0.483333333333333;3
"20kmE456N166";"Fish";0.523333333333333;3
"20kmE456N166";"Invertebrate fisheries";0.565;2
"20kmE456N168";"Fish";0.523333333333333;3
"20kmE456N196";"Fish";0.523333333333333;3
"20kmE456N198";"Fish";0.523333333333333;3
"20kmE456N198";"Invertebrate fisheries";0.565;2
"20kmE456N200";"Fish";0.523333333333333;3
"20kmE456N200";"Invertebrate fisheries";0.565;2
"20kmE456N202";"Fish";0.548181818181818;11
"20kmE456N202";"Invertebrate fisheries";0.552857142857143;7
"20kmE456N202";"Macrophytes";0.63;1
"20kmE456N228";"Benthic species";0.434;65
"20kmE456N228";"Cetaceans";0.52;1
"20kmE456N228";"Fish";0.556;5
"20kmE456N228";"Invertebrate fisheries";0.453333333333333;3
"20kmE456N230";"Benthic species";0.434;65
"20kmE456N230";"Cetaceans";0.52;1
"20kmE456N230";"Fish";0.556;5
"20kmE456N230";"Invertebrate fisheries";0.453333333333333;3
"20kmE456N232";"Benthic species";0.434;65
"20kmE456N232";"Cetaceans";0.52;1
"20kmE456N232";"Fish";0.556;5
"20kmE456N232";"Invertebrate fisheries";0.453333333333333;3
"20kmE456N248";"Benthic species";0.488571428571429;7
"20kmE456N248";"Cetaceans";0.52;1
"20kmE456N248";"Fish";0.556;5
"20kmE456N248";"Invertebrate fisheries";0.453333333333333;3
"20kmE456N250";"Benthic species";0.488571428571429;7
"20kmE456N250";"Cetaceans";0.52;1
"20kmE456N250";"Fish";0.556;5
"20kmE456N250";"Invertebrate fisheries";0.453333333333333;3
"20kmE456N252";"Benthic species";0.488571428571429;7
"20kmE456N252";"Cetaceans";0.52;1
"20kmE456N252";"Fish";0.556;5
"20kmE456N252";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N140";"Fish";0.5;9
"20kmE458N140";"Invertebrate fisheries";0.4875;4
"20kmE458N142";"Fish";0.5;9
"20kmE458N158";"Fish";0.534285714285714;7
"20kmE458N158";"Invertebrate fisheries";0.483333333333333;3
"20kmE458N160";"Fish";0.534285714285714;7
"20kmE458N160";"Invertebrate fisheries";0.483333333333333;3
"20kmE458N166";"Fish";0.523333333333333;3
"20kmE458N166";"Invertebrate fisheries";0.565;2
"20kmE458N166";"Macrophytes";0.51;2
"20kmE458N168";"Fish";0.523333333333333;3
"20kmE458N168";"Invertebrate fisheries";0.565;2
"20kmE458N172";"Fish";0.523333333333333;3
"20kmE458N174";"Fish";0.523333333333333;3
"20kmE458N198";"Fish";0.523333333333333;3
"20kmE458N198";"Invertebrate fisheries";0.565;2
"20kmE458N200";"Fish";0.523333333333333;3
"20kmE458N200";"Invertebrate fisheries";0.565;2
"20kmE458N202";"Fish";0.523333333333333;3
"20kmE458N202";"Invertebrate fisheries";0.565;2
"20kmE458N226";"Benthic species";0.434;65
"20kmE458N226";"Cetaceans";0.52;1
"20kmE458N228";"Benthic species";0.434;65
"20kmE458N228";"Cetaceans";0.52;1
"20kmE458N228";"Fish";0.556;5
"20kmE458N228";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N230";"Benthic species";0.434;65
"20kmE458N230";"Cetaceans";0.52;1
"20kmE458N230";"Fish";0.556;5
"20kmE458N230";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N244";"Benthic species";0.488571428571429;7
"20kmE458N244";"Cetaceans";0.52;1
"20kmE458N244";"Fish";0.556;5
"20kmE458N244";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N246";"Benthic species";0.488571428571429;7
"20kmE458N246";"Cetaceans";0.52;1
"20kmE458N246";"Fish";0.556;5
"20kmE458N246";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N248";"Benthic species";0.488571428571429;7
"20kmE458N248";"Cetaceans";0.52;1
"20kmE458N248";"Fish";0.556;5
"20kmE458N248";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N250";"Benthic species";0.488571428571429;7
"20kmE458N250";"Cetaceans";0.52;1
"20kmE458N250";"Fish";0.556;5
"20kmE458N250";"Invertebrate fisheries";0.453333333333333;3
"20kmE458N252";"Benthic species";0.488571428571429;7
"20kmE458N252";"Cetaceans";0.52;1
"20kmE458N252";"Fish";0.556;5
"20kmE458N252";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N158";"Fish";0.534285714285714;7
"20kmE460N158";"Invertebrate fisheries";0.483333333333333;3
"20kmE460N160";"Fish";0.534285714285714;7
"20kmE460N160";"Invertebrate fisheries";0.483333333333333;3
"20kmE460N166";"Fish";0.523333333333333;3
"20kmE460N166";"Invertebrate fisheries";0.565;2
"20kmE460N168";"Fish";0.523333333333333;3
"20kmE460N168";"Invertebrate fisheries";0.565;2
"20kmE460N172";"Fish";0.523333333333333;3
"20kmE460N174";"Fish";0.523333333333333;3
"20kmE460N196";"Fish";0.523333333333333;3
"20kmE460N196";"Invertebrate fisheries";0.565;2
"20kmE460N198";"Fish";0.523333333333333;3
"20kmE460N198";"Invertebrate fisheries";0.565;2
"20kmE460N200";"Fish";0.523333333333333;3
"20kmE460N200";"Invertebrate fisheries";0.565;2
"20kmE460N202";"Fish";0.523333333333333;3
"20kmE460N202";"Invertebrate fisheries";0.565;2
"20kmE460N224";"Benthic species";0.132727272727273;11
"20kmE460N224";"Cetaceans";0.33;1
"20kmE460N224";"Zooplankton";0.155;2
"20kmE460N226";"Benthic species";0.434;65
"20kmE460N226";"Cetaceans";0.52;1
"20kmE460N226";"Fish";0.556;5
"20kmE460N226";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N228";"Benthic species";0.434;65
"20kmE460N228";"Cetaceans";0.52;1
"20kmE460N228";"Fish";0.556;5
"20kmE460N228";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N240";"Benthic species";0.488571428571429;7
"20kmE460N240";"Cetaceans";0.52;1
"20kmE460N240";"Fish";0.556;5
"20kmE460N240";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N242";"Benthic species";0.488571428571429;7
"20kmE460N242";"Cetaceans";0.52;1
"20kmE460N242";"Fish";0.556;5
"20kmE460N242";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N244";"Benthic species";0.488571428571429;7
"20kmE460N244";"Cetaceans";0.52;1
"20kmE460N244";"Fish";0.556;5
"20kmE460N244";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N246";"Benthic species";0.488571428571429;7
"20kmE460N246";"Cetaceans";0.52;1
"20kmE460N246";"Fish";0.556;5
"20kmE460N246";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N248";"Benthic species";0.488571428571429;7
"20kmE460N248";"Cetaceans";0.52;1
"20kmE460N248";"Fish";0.556;5
"20kmE460N248";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N250";"Benthic species";0.488571428571429;7
"20kmE460N250";"Cetaceans";0.52;1
"20kmE460N250";"Fish";0.556;5
"20kmE460N250";"Invertebrate fisheries";0.453333333333333;3
"20kmE460N252";"Benthic species";0.439305555555556;72
"20kmE460N252";"Cetaceans";0.552;5
"20kmE460N252";"Fish";0.556;5
"20kmE460N252";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N156";"Fish";0.534285714285714;7
"20kmE462N156";"Invertebrate fisheries";0.483333333333333;3
"20kmE462N158";"Fish";0.534285714285714;7
"20kmE462N158";"Invertebrate fisheries";0.483333333333333;3
"20kmE462N166";"Fish";0.523333333333333;3
"20kmE462N166";"Invertebrate fisheries";0.565;2
"20kmE462N166";"Macrophytes";0.79;1
"20kmE462N168";"Fish";0.523333333333333;3
"20kmE462N196";"Fish";0.523333333333333;3
"20kmE462N196";"Invertebrate fisheries";0.565;2
"20kmE462N200";"Fish";0.523333333333333;3
"20kmE462N200";"Invertebrate fisheries";0.565;2
"20kmE462N202";"Fish";0.523333333333333;3
"20kmE462N202";"Invertebrate fisheries";0.565;2
"20kmE462N220";"Benthic species";0.132727272727273;11
"20kmE462N220";"Cetaceans";0.33;1
"20kmE462N220";"Fish";0.556;5
"20kmE462N220";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N220";"Zooplankton";0.155;2
"20kmE462N222";"Benthic species";0.132727272727273;11
"20kmE462N222";"Cetaceans";0.33;1
"20kmE462N222";"Fish";0.556;5
"20kmE462N222";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N222";"Zooplankton";0.155;2
"20kmE462N224";"Benthic species";0.132727272727273;11
"20kmE462N224";"Cetaceans";0.33;1
"20kmE462N224";"Fish";0.556;5
"20kmE462N224";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N224";"Zooplankton";0.155;2
"20kmE462N226";"Benthic species";0.132727272727273;11
"20kmE462N226";"Cetaceans";0.33;1
"20kmE462N226";"Fish";0.556;5
"20kmE462N226";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N226";"Zooplankton";0.155;2
"20kmE462N228";"Benthic species";0.434;65
"20kmE462N228";"Cetaceans";0.52;1
"20kmE462N228";"Fish";0.556;5
"20kmE462N228";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N240";"Benthic species";0.488571428571429;7
"20kmE462N240";"Cetaceans";0.52;1
"20kmE462N240";"Fish";0.556;5
"20kmE462N240";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N242";"Benthic species";0.488571428571429;7
"20kmE462N242";"Cetaceans";0.52;1
"20kmE462N242";"Fish";0.556;5
"20kmE462N242";"Invertebrate fisheries";0.453333333333333;3
"20kmE462N244";"Benthic species";0.488571428571429;7
"20kmE462N244";"Cetaceans";0.52;1
"20kmE462N248";"Benthic species";0.488571428571429;7
"20kmE462N248";"Cetaceans";0.52;1
"20kmE462N250";"Benthic species";0.488571428571429;7
"20kmE462N250";"Cetaceans";0.52;1
"20kmE464N156";"Fish";0.534285714285714;7
"20kmE464N156";"Invertebrate fisheries";0.483333333333333;3
"20kmE464N158";"Fish";0.534285714285714;7
"20kmE464N158";"Invertebrate fisheries";0.483333333333333;3
"20kmE464N166";"Fish";0.523333333333333;3
"20kmE464N166";"Invertebrate fisheries";0.565;2
"20kmE464N194";"Fish";0.523333333333333;3
"20kmE464N196";"Fish";0.523333333333333;3
"20kmE464N196";"Invertebrate fisheries";0.565;2
"20kmE464N198";"Fish";0.523333333333333;3
"20kmE464N198";"Invertebrate fisheries";0.565;2
"20kmE464N200";"Fish";0.523333333333333;3
"20kmE464N200";"Invertebrate fisheries";0.565;2
"20kmE464N216";"Benthic species";0.132727272727273;11
"20kmE464N216";"Cetaceans";0.33;1
"20kmE464N216";"Fish";0.556;5
"20kmE464N216";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N216";"Zooplankton";0.155;2
"20kmE464N218";"Benthic species";0.132727272727273;11
"20kmE464N218";"Cetaceans";0.33;1
"20kmE464N218";"Fish";0.556;5
"20kmE464N218";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N218";"Zooplankton";0.155;2
"20kmE464N220";"Benthic species";0.132727272727273;11
"20kmE464N220";"Cetaceans";0.33;1
"20kmE464N220";"Fish";0.556;5
"20kmE464N220";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N220";"Zooplankton";0.155;2
"20kmE464N222";"Benthic species";0.132727272727273;11
"20kmE464N222";"Cetaceans";0.33;1
"20kmE464N222";"Fish";0.556;5
"20kmE464N222";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N222";"Zooplankton";0.155;2
"20kmE464N238";"Benthic species";0.488571428571429;7
"20kmE464N238";"Cetaceans";0.52;1
"20kmE464N238";"Fish";0.556;5
"20kmE464N238";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N240";"Benthic species";0.488571428571429;7
"20kmE464N240";"Cetaceans";0.52;1
"20kmE464N240";"Fish";0.556;5
"20kmE464N240";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N242";"Benthic species";0.488571428571429;7
"20kmE464N242";"Cetaceans";0.52;1
"20kmE464N242";"Fish";0.556;5
"20kmE464N242";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N244";"Benthic species";0.488571428571429;7
"20kmE464N244";"Cetaceans";0.52;1
"20kmE464N244";"Fish";0.556;5
"20kmE464N244";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N246";"Benthic species";0.488571428571429;7
"20kmE464N246";"Cetaceans";0.52;1
"20kmE464N246";"Fish";0.556;5
"20kmE464N246";"Invertebrate fisheries";0.453333333333333;3
"20kmE464N248";"Benthic species";0.488571428571429;7
"20kmE464N248";"Cetaceans";0.52;1
"20kmE464N248";"Fish";0.556;5
"20kmE464N248";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N154";"Fish";0.534285714285714;7
"20kmE466N154";"Invertebrate fisheries";0.483333333333333;3
"20kmE466N156";"Fish";0.534285714285714;7
"20kmE466N156";"Invertebrate fisheries";0.483333333333333;3
"20kmE466N166";"Fish";0.523333333333333;3
"20kmE466N166";"Invertebrate fisheries";0.565;2
"20kmE466N168";"Fish";0.523333333333333;3
"20kmE466N192";"Fish";0.523333333333333;3
"20kmE466N194";"Fish";0.523333333333333;3
"20kmE466N196";"Fish";0.523333333333333;3
"20kmE466N196";"Invertebrate fisheries";0.565;2
"20kmE466N198";"Fish";0.523333333333333;3
"20kmE466N198";"Invertebrate fisheries";0.565;2
"20kmE466N214";"Benthic species";0.132727272727273;11
"20kmE466N214";"Cetaceans";0.33;1
"20kmE466N214";"Fish";0.556;5
"20kmE466N214";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N214";"Zooplankton";0.155;2
"20kmE466N216";"Benthic species";0.132727272727273;11
"20kmE466N216";"Cetaceans";0.33;1
"20kmE466N216";"Fish";0.556;5
"20kmE466N216";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N216";"Zooplankton";0.155;2
"20kmE466N218";"Benthic species";0.132727272727273;11
"20kmE466N218";"Cetaceans";0.33;1
"20kmE466N218";"Fish";0.556;5
"20kmE466N218";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N218";"Zooplankton";0.155;2
"20kmE466N236";"Benthic species";0.488571428571429;7
"20kmE466N236";"Cetaceans";0.52;1
"20kmE466N236";"Fish";0.556;5
"20kmE466N236";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N238";"Benthic species";0.488571428571429;7
"20kmE466N238";"Cetaceans";0.52;1
"20kmE466N238";"Fish";0.556;5
"20kmE466N238";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N240";"Benthic species";0.488571428571429;7
"20kmE466N240";"Cetaceans";0.52;1
"20kmE466N240";"Fish";0.556;5
"20kmE466N240";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N242";"Benthic species";0.488571428571429;7
"20kmE466N242";"Cetaceans";0.52;1
"20kmE466N242";"Fish";0.556;5
"20kmE466N242";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N244";"Benthic species";0.488571428571429;7
"20kmE466N244";"Cetaceans";0.52;1
"20kmE466N244";"Fish";0.556;5
"20kmE466N244";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N246";"Benthic species";0.488571428571429;7
"20kmE466N246";"Cetaceans";0.52;1
"20kmE466N246";"Fish";0.556;5
"20kmE466N246";"Invertebrate fisheries";0.453333333333333;3
"20kmE466N248";"Benthic species";0.488571428571429;7
"20kmE466N248";"Cetaceans";0.52;1
"20kmE466N248";"Fish";0.556;5
"20kmE466N248";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N144";"Fish";0.474;5
"20kmE468N144";"Invertebrate fisheries";0.483333333333333;3
"20kmE468N146";"Fish";0.474;5
"20kmE468N146";"Invertebrate fisheries";0.483333333333333;3
"20kmE468N154";"Fish";0.534285714285714;7
"20kmE468N154";"Invertebrate fisheries";0.483333333333333;3
"20kmE468N156";"Fish";0.534285714285714;7
"20kmE468N156";"Invertebrate fisheries";0.483333333333333;3
"20kmE468N166";"Fish";0.523333333333333;3
"20kmE468N166";"Invertebrate fisheries";0.565;2
"20kmE468N168";"Fish";0.523333333333333;3
"20kmE468N172";"Fish";0.523333333333333;3
"20kmE468N192";"Fish";0.523333333333333;3
"20kmE468N192";"Invertebrate fisheries";0.565;2
"20kmE468N194";"Fish";0.523333333333333;3
"20kmE468N194";"Invertebrate fisheries";0.565;2
"20kmE468N196";"Fish";0.523333333333333;3
"20kmE468N196";"Invertebrate fisheries";0.565;2
"20kmE468N198";"Fish";0.523333333333333;3
"20kmE468N198";"Invertebrate fisheries";0.565;2
"20kmE468N212";"Benthic species";0.132727272727273;11
"20kmE468N212";"Cetaceans";0.33;1
"20kmE468N212";"Fish";0.556;5
"20kmE468N212";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N212";"Zooplankton";0.155;2
"20kmE468N214";"Benthic species";0.132727272727273;11
"20kmE468N214";"Cetaceans";0.33;1
"20kmE468N214";"Fish";0.556;5
"20kmE468N214";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N214";"Zooplankton";0.155;2
"20kmE468N216";"Benthic species";0.132727272727273;11
"20kmE468N216";"Cetaceans";0.33;1
"20kmE468N216";"Fish";0.556;5
"20kmE468N216";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N216";"Zooplankton";0.155;2
"20kmE468N234";"Benthic species";0.488571428571429;7
"20kmE468N234";"Cetaceans";0.52;1
"20kmE468N234";"Fish";0.556;5
"20kmE468N234";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N236";"Benthic species";0.488571428571429;7
"20kmE468N236";"Cetaceans";0.52;1
"20kmE468N236";"Fish";0.556;5
"20kmE468N236";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N238";"Benthic species";0.488571428571429;7
"20kmE468N238";"Cetaceans";0.52;1
"20kmE468N238";"Fish";0.556;5
"20kmE468N238";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N240";"Benthic species";0.488571428571429;7
"20kmE468N240";"Cetaceans";0.52;1
"20kmE468N240";"Fish";0.556;5
"20kmE468N240";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N242";"Benthic species";0.488571428571429;7
"20kmE468N242";"Cetaceans";0.52;1
"20kmE468N242";"Fish";0.556;5
"20kmE468N242";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N244";"Benthic species";0.488571428571429;7
"20kmE468N244";"Cetaceans";0.52;1
"20kmE468N244";"Fish";0.556;5
"20kmE468N244";"Invertebrate fisheries";0.453333333333333;3
"20kmE468N246";"Benthic species";0.488571428571429;7
"20kmE468N246";"Cetaceans";0.52;1
"20kmE468N246";"Fish";0.556;5
"20kmE468N246";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N142";"Fish";0.474;5
"20kmE470N142";"Invertebrate fisheries";0.483333333333333;3
"20kmE470N144";"Fish";0.474;5
"20kmE470N144";"Invertebrate fisheries";0.483333333333333;3
"20kmE470N146";"Fish";0.474;5
"20kmE470N146";"Invertebrate fisheries";0.483333333333333;3
"20kmE470N152";"Fish";0.534285714285714;7
"20kmE470N152";"Invertebrate fisheries";0.483333333333333;3
"20kmE470N154";"Fish";0.534285714285714;7
"20kmE470N154";"Invertebrate fisheries";0.483333333333333;3
"20kmE470N156";"Fish";0.534285714285714;7
"20kmE470N156";"Invertebrate fisheries";0.483333333333333;3
"20kmE470N166";"Fish";0.523333333333333;3
"20kmE470N166";"Invertebrate fisheries";0.565;2
"20kmE470N168";"Fish";0.523333333333333;3
"20kmE470N170";"Fish";0.523333333333333;3
"20kmE470N172";"Fish";0.523333333333333;3
"20kmE470N174";"Fish";0.523333333333333;3
"20kmE470N194";"Fish";0.523333333333333;3
"20kmE470N194";"Invertebrate fisheries";0.565;2
"20kmE470N196";"Fish";0.523333333333333;3
"20kmE470N196";"Invertebrate fisheries";0.565;2
"20kmE470N210";"Benthic species";0.132727272727273;11
"20kmE470N210";"Cetaceans";0.33;1
"20kmE470N210";"Fish";0.556;5
"20kmE470N210";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N210";"Zooplankton";0.155;2
"20kmE470N212";"Benthic species";0.132727272727273;11
"20kmE470N212";"Cetaceans";0.33;1
"20kmE470N212";"Fish";0.556;5
"20kmE470N212";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N212";"Zooplankton";0.155;2
"20kmE470N214";"Benthic species";0.132727272727273;11
"20kmE470N214";"Cetaceans";0.33;1
"20kmE470N214";"Fish";0.556;5
"20kmE470N214";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N214";"Zooplankton";0.155;2
"20kmE470N232";"Cetaceans";0.33;1
"20kmE470N232";"Fish";0.556;5
"20kmE470N232";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N234";"Benthic species";0.488571428571429;7
"20kmE470N234";"Cetaceans";0.52;1
"20kmE470N234";"Fish";0.556;5
"20kmE470N234";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N236";"Benthic species";0.488571428571429;7
"20kmE470N236";"Cetaceans";0.52;1
"20kmE470N236";"Fish";0.556;5
"20kmE470N236";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N238";"Benthic species";0.488571428571429;7
"20kmE470N238";"Cetaceans";0.52;1
"20kmE470N238";"Fish";0.556;5
"20kmE470N238";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N240";"Benthic species";0.488571428571429;7
"20kmE470N240";"Cetaceans";0.52;1
"20kmE470N240";"Fish";0.556;5
"20kmE470N240";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N242";"Benthic species";0.488571428571429;7
"20kmE470N242";"Cetaceans";0.52;1
"20kmE470N242";"Fish";0.556;5
"20kmE470N242";"Invertebrate fisheries";0.453333333333333;3
"20kmE470N244";"Benthic species";0.488571428571429;7
"20kmE470N244";"Cetaceans";0.52;1
"20kmE470N244";"Fish";0.556;5
"20kmE470N244";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N140";"Fish";0.474;5
"20kmE472N140";"Invertebrate fisheries";0.483333333333333;3
"20kmE472N142";"Fish";0.474;5
"20kmE472N142";"Invertebrate fisheries";0.483333333333333;3
"20kmE472N144";"Fish";0.474;5
"20kmE472N144";"Invertebrate fisheries";0.483333333333333;3
"20kmE472N152";"Fish";0.534285714285714;7
"20kmE472N152";"Invertebrate fisheries";0.483333333333333;3
"20kmE472N154";"Fish";0.534285714285714;7
"20kmE472N154";"Invertebrate fisheries";0.483333333333333;3
"20kmE472N166";"Fish";0.523333333333333;3
"20kmE472N166";"Invertebrate fisheries";0.565;2
"20kmE472N168";"Fish";0.523333333333333;3
"20kmE472N172";"Fish";0.523333333333333;3
"20kmE472N174";"Fish";0.523333333333333;3
"20kmE472N190";"Fish";0.523333333333333;3
"20kmE472N190";"Invertebrate fisheries";0.565;2
"20kmE472N192";"Fish";0.523333333333333;3
"20kmE472N192";"Invertebrate fisheries";0.565;2
"20kmE472N194";"Fish";0.523333333333333;3
"20kmE472N194";"Invertebrate fisheries";0.565;2
"20kmE472N196";"Fish";0.523333333333333;3
"20kmE472N196";"Invertebrate fisheries";0.565;2
"20kmE472N210";"Benthic species";0.132727272727273;11
"20kmE472N210";"Cetaceans";0.33;1
"20kmE472N210";"Fish";0.556;5
"20kmE472N210";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N210";"Zooplankton";0.155;2
"20kmE472N212";"Benthic species";0.132727272727273;11
"20kmE472N212";"Cetaceans";0.33;1
"20kmE472N212";"Fish";0.556;5
"20kmE472N212";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N212";"Zooplankton";0.155;2
"20kmE472N230";"Cetaceans";0.33;1
"20kmE472N230";"Fish";0.556;5
"20kmE472N230";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N232";"Cetaceans";0.33;1
"20kmE472N232";"Fish";0.556;5
"20kmE472N232";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N234";"Benthic species";0.488571428571429;7
"20kmE472N234";"Cetaceans";0.52;1
"20kmE472N234";"Fish";0.556;5
"20kmE472N234";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N236";"Benthic species";0.488571428571429;7
"20kmE472N236";"Cetaceans";0.52;1
"20kmE472N236";"Fish";0.556;5
"20kmE472N236";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N238";"Benthic species";0.488571428571429;7
"20kmE472N238";"Cetaceans";0.52;1
"20kmE472N238";"Fish";0.556;5
"20kmE472N238";"Invertebrate fisheries";0.453333333333333;3
"20kmE472N240";"Benthic species";0.488571428571429;7
"20kmE472N240";"Cetaceans";0.52;1
"20kmE474N142";"Fish";0.474;5
"20kmE474N142";"Invertebrate fisheries";0.483333333333333;3
"20kmE474N144";"Fish";0.474;5
"20kmE474N144";"Invertebrate fisheries";0.483333333333333;3
"20kmE474N150";"Fish";0.509166666666667;12
"20kmE474N150";"Invertebrate fisheries";0.483333333333333;6
"20kmE474N152";"Fish";0.534285714285714;7
"20kmE474N152";"Invertebrate fisheries";0.483333333333333;3
"20kmE474N168";"Fish";0.523333333333333;3
"20kmE474N170";"Fish";0.523333333333333;3
"20kmE474N172";"Fish";0.523333333333333;3
"20kmE474N172";"Invertebrate fisheries";0.565;2
"20kmE474N174";"Fish";0.523333333333333;3
"20kmE474N190";"Fish";0.523333333333333;3
"20kmE474N190";"Invertebrate fisheries";0.565;2
"20kmE474N190";"Macrophytes";0.65;1
"20kmE474N192";"Fish";0.523333333333333;3
"20kmE474N192";"Invertebrate fisheries";0.565;2
"20kmE474N194";"Fish";0.523333333333333;3
"20kmE474N194";"Invertebrate fisheries";0.565;2
"20kmE474N208";"Benthic species";0.132727272727273;11
"20kmE474N208";"Cetaceans";0.33;1
"20kmE474N208";"Zooplankton";0.155;2
"20kmE474N210";"Benthic species";0.132727272727273;11
"20kmE474N210";"Cetaceans";0.33;1
"20kmE474N210";"Fish";0.568888888888889;9
"20kmE474N210";"Invertebrate fisheries";0.44;7
"20kmE474N210";"Zooplankton";0.155;2
"20kmE474N222";"Cetaceans";0.33;1
"20kmE474N222";"Fish";0.556;5
"20kmE474N222";"Invertebrate fisheries";0.453333333333333;3
"20kmE474N228";"Cetaceans";0.33;1
"20kmE474N228";"Fish";0.556;5
"20kmE474N228";"Invertebrate fisheries";0.453333333333333;3
"20kmE474N230";"Cetaceans";0.33;1
"20kmE474N230";"Fish";0.556;5
"20kmE474N230";"Invertebrate fisheries";0.453333333333333;3
"20kmE474N232";"Cetaceans";0.33;1
"20kmE474N232";"Fish";0.556;5
